"","ID","Short Title","Year"
"561","A45482","Madagascar, the richest and most fr","1643"
"562","A45503","The Case of Samuel Hanson, merchant","1684"
"563","A45540","A description of the last voyage to","1671"
"564","A45661","The defence of the Scots settlement","1699"
"565","A45662","A description of the King's royal p","1688"
"566","A45846","In the act for raising two millions","1698"
"567","A45906","An Enquiry into the causes of the m","1700"
"568","A46301","An account of two voyages to New-En","1674"
"569","A46304","A journal of all that happen'd in t","1689"
"570","A46306","A journal of several remarkable pas","1693"
"571","A46308","A journal of the late motions and a","1690"
"572","A46312","A journal of the Siege of Mentz","1689"
"573","A46313","A Journal of the Venetian campaigne","1688"
"574","A46314","A Journal of the war with Holland,","1673"
"575","A46316","A Journal of what has past in the N","1689"
"576","A46323","A joyfull message sent from the Hou","1642"
"577","A46390","The laws of Jamaica","1683"
"578","A46392","A Just vindication of the principal","1674"
"579","A46402","A justification of the directors of","1687"
"580","A46462","The Late K. James's commission to h","1692"
"581","A46594","The royal charter of confirmation g","1685"
"582","A46602","Treaty of peace, good correspondenc","1686"
"583","A46883","The Jewes message to their brethern","1665"
"584","A47358","A topographie or survey of the coun","1659"
"585","A47431","Animadversions on a prete","1694"
"586","A47499","A modern account of Scotland","1679"
"587","A47586","An historical relation of the islan","1681"
"588","A47628","Three diatribes or discourses","1671"
"589","A47957","The present state of Geneva","1681"
"590","A47958","The present state of Genova","1687"
"591","A48041","A Letter from an eminent merchant i","1683"
"592","A48046","A Letter from an officer belonging","1689"
"593","A48084","A letter from the commanders and of","1659"
"594","A48103","A letter, giving a descripton of th","1699"
"595","A48111","The Ladies losse at the adventures","1663"
"596","A48116","A letter of advice to a young gentl","1688"
"597","A48164","A Letter to a friend concerning the","1696"
"598","A48186","A Letter to a member of Parliament","1699"
"599","A48254","Letters from the lord generall his","1644"
"600","A48339","An introduction to astronomy and ge","1675"
"601","A48344","Nine geometricall exercises, for yo","1669"
"602","A48368","Parochial queries in order to a geo","1697"
"603","A48403","A new historical relation of the ki","1693"
"604","A48409","The life {amp} death, travels and suffe","1688"
"605","A48412","The life of Captain James Whitney","1693"
"606","A48414","The life of Cornelius Van Tromp, Li","1697"
"607","A48418","The Life of Michael Adrian de Ruyte","1677"
"608","A48423","A new voyage into the northern coun","1674"
"609","A48428","The mariners jewel; or, A pocket co","1695"
"610","A48447","A true {amp} exact history of the islan","1657"
"611","A48578","The city and republick of Venice","1699"
"612","A48649","A list of several ships belonging t","1677"
"613","A48692","The List of the English and Dutch f","1696"
"614","A48701","A journey to Paris in the year 1698","1699"
"615","A48714","The present surveigh of London and","1643"
"616","A48869","A short relation of the river Nile","1669"
"617","A49018","An Act of Common Council for the Be","1698"
"618","A49450","A new history of Ethiopia","1682"
"619","A49472","Flanders, or, An exact and compendi","1658"
"620","A49620","The voyage of Italy, or, A compleat","1670"
"621","A49638","The last nevves from Ireland being","1641"
"622","A49673","A Fight in Ireland","1649"
"623","A49689","A late voyage to Holland","1691"
"624","A49725","A Letter from a gentleman of the Lo","1670"
"625","A49883","The world surveyed, or The famous v","1660"
"626","A49911","Memoirs and observations typographi","1697"
"627","A49917","The discoveries of John Lederer in","1672"
"628","A50149","Pietas in patriam","1697"
"629","A50155","The present state of New-England","1690"
"630","A50170","The triumphs of the reformed religi","1691"
"631","A50181","An epistle to the Christian Indians","1700"
"632","A50219","New-England vindicated","1689"
"633","A50226","A relation of the troubles which ha","1677"
"634","A50575","A memento to the East-India Compani","1700"
"635","A50610","The voyages and adventures of Ferna","1653"
"636","A50651","A geographical description of the w","1671"
"637","A50693","Meroveus a Prince of the blood-roya","1682"
"638","A50824","The new state of England under Thei","1691"
"639","A50829","A relation of three embassies from","1669"
"640","A50886","A brief history of Moscovia","1682"
"641","A51007","A new voyage to Italy","1695"
"642","A51053","Travels and voyages into Africa, As","1696"
"643","A51096","A modest enquiry into the causes of","1690"
"644","A51114","An account of Denmark, as it was in","1694"
"645","A51134","Whereas there is an accurate accoun","1682"
"646","A51176","A new history of China","1688"
"647","A51180","The delights of Holland: or, A thre","1696"
"648","A51184","Remarkable addresses by way of emba","1671"
"649","A51449","The most Christian Turk: or, a view","1690"
"650","A51471","The most remarkable passages from m","1642"
"651","A51536","A brief discourse of a passage by t","1674"
"652","A51759","The voyages {amp} travels of Sir John M","1677"
"653","A51766","A Manifesto or declaration set fort","1699"
"654","A51818","The traveller's guide and the count","1683"
"655","A51876","A Map of the whole world, or, The O","1668"
"656","A52147","The second and third advice to a pa","1667"
"657","A52213","Newes from sea, concerning Prince R","1650"
"658","A52218","News from the East-Indies","1691"
"659","A52346","An embassy from the East-India Comp","1673"
"660","A52487","The seaman's companion","1678"
"661","A52618","An account of several late voyages","1694"
"662","A52629","A geographicall description of the","1642"
"663","A52655","A narrative of the success of the v","1661"
"664","A52851","The Isle of Pines, or, A late disco","1668"
"665","A52852","The Isle of Pines, or, A late disco","1668"
"666","A52872","A New and exact description of Mosc","1698"
"667","A52886","A short account of the present stat","1690"
"668","A52961","The new politicks of the court of F","1695"
"669","A53019","A New-Years-gift to the Honourable","1693"
"670","A53044","The description of a new world, cal","1668"
"671","A53049","Observations upon experimental phil","1666"
"672","A53149","News from New-England","1676"
"673","A53222","America : being the latest, and mos","1671"
"674","A53223","Asis.","1673"
"675","A53224","Britannia, volume the first, or, An","1675"
"676","A53234","Mr. Ogilby's pocket book of roads","1679"
"677","A53237","Queries in order to the description","1673"
"678","A53238","Queries in order to the description","1673"
"679","A53241","Mr. Ogilby's Tables of his measur'd","1676"
"680","A53252","Eben-ezer, or, A small monument of","1684"
"681","A53322","The voyages and travells of the amb","1669"
"682","A53529","Prologue to a new play called Venic","1682"
"683","A53649","A voyage to Suratt in the year 1689","1696"
"684","A54105","A brief account of the province of","1681"
"685","A54140","A further account of the province o","1685"
"686","A54152","Information and direction to such p","1686"
"687","A54171","A letter from William Penn, popriet","1683"
"688","A54174","A letter from William Penn, proprie","1683"
"689","A54214","Some account of the Province of Pen","1681"
"690","A54357","The perfection of military discipli","1690"
"691","A54661","A true account of the captivity of","1685"
"692","A54665","Villare cantianum, or, Kent surveye","1659"
"693","A54677","The history of the conquest of Chin","1671"
"694","A54705","The present state of Tangier","1676"
"695","A54967","A plain and uninterested reflection","1698"
"696","A55115","The pleasant adventures of the witt","1688"
"697","A55116","The Pleasant and delightful history","1651"
"698","A55155","The natural history of Stafford-shi","1686"
"699","A55157","A panegyrick mercury upon the succe","1683"
"700","A55274","A poem upon the undertaking of the","1697"
"701","A55410","Poor Robins Character of France, or","1666"
"702","A55497","A new booke of mapps","1655"
"703","A55601","The present prospect of the famous","1683"
"704","A55718","The present state of Hungary. Or, A","1687"
"705","A55719","The Present state of Ireland","1673"
"706","A55720","The present state of Jamaica","1683"
"707","A55772","A description of Wales","1663"
"708","A56024","Proposals by the proprietors of Eas","1682"
"709","A56041","Proposals for setling the East-Indi","1696"
"710","A56069","A prospect of Hungary, and Transylv","1664"
"711","A56070","A Prospect of the Navy Royal, or, A","1673"
"712","A56484","A particular account of the suddain","1683"
"713","A56491","A Particular relation of the great","1689"
"714","A56585","Travels thro' Germany, Bohemia, Swi","1696"
"715","A57347","Sir Walter Rawleigh his apologie fo","1650"
"716","A57371","The adventures of (Mr. T.S.)","1670"
"717","A57454","An account of Sueden","1694"
"718","A57484","The history of the Caribby-islands,","1666"
"719","A57786","The royal flight, or, The conquest","1690"
"720","A57795","The royal progress; or, A diary of","1695"
"721","A57800","The Royal voyage, or, The Irish exp","1690"
"722","A57948","The present state of the Morea, cal","1686"
"723","A57997","The history of the Turkish Empire,","1687"
"724","A57999","The history of the Turks.","1700"
"725","A58159","A collection of curious travels {amp} v","1693"
"726","A58175","Observations topographical, moral,","1673"
"727","A58224","Reasons against making the river Da","1698-1699?"
"728","A58251","Reasons humbly offered against graf","1690"
"729","A58255","Reasons humbly offered, for not dou","1720"
"730","A58415","A relation concerning the particula","1672"
"731","A58478","The Religious-rebell, or, The pilgr","1671"
"732","A58495","Remarks on the present condition of","1670"
"733","A58781","The model of the government of the","1685"
"734","A58985","A second narrative of the signal vi","1665"
"735","A58992","Anglorum speculum, or The worthies","1684"
"736","A59133","A description of New-England in gen","1682"
"737","A59233","Sad nevvs from the seas","1641"
"738","A59365","Seaven great matters of note","1641"
"739","A59617","A discourse touching Tanger","1680"
"740","A60024","A short abstract of a case which wa","1700"
"741","A60038","A Short account of the manifest han","1696"
"742","A60039","A short account of the mineral wate","1690"
"743","A60162","A true relation of Virginia and Mar","1669"
"744","A60180","An account of the Scotish atlas, or","1683"
"745","A60373","Theatrum Scoti{aelig}","1693"
"746","A60466","The trade {amp} fishing of Great-Britai","1661"
"747","A60582","Remarks upon the manners, religion","1678"
"748","A60771","Some considerations humbly offered,","1712"
"749","A60772","Some considerations","1700"
"750","A60781","Some considerations on the proposal","1700"
"751","A60784","Some considerations relating to the","1690"
"752","A60785","Some considerations shewing the jus","1698"
"753","A60818","Some of the by-laws made by the Gov","1680"
